0.000045 	 0.000000 	 0.000000
0.000090 	 0.125238 	 0.584251
0.000135 	 0.500827 	 0.592817
0.000180 	 1.126398 	 0.605567
0.000225 	 2.001333 	 0.617508
0.000270 	 3.124768 	 0.623877
0.000315 	 4.495594 	 0.621916
0.000360 	 6.112460 	 0.611931
0.000405 	 7.973768 	 0.597239
0.000450 	 10.077683 	 0.582998
0.000495 	 12.422128 	 0.574340
0.000540 	 15.004789 	 0.574474
0.000585 	 17.823118 	 0.583462
0.000630 	 20.874333 	 0.598110
0.000675 	 24.155423 	 0.613061
0.000720 	 27.663150 	 0.622700
0.000765 	 31.394052 	 0.623201
0.000810 	 35.344447 	 0.613974
0.000855 	 39.510437 	 0.597958
0.000900 	 43.887911 	 0.580630
0.000945 	 48.472548 	 0.568064
0.000990 	 53.259824 	 0.564707
0.001035 	 58.245014 	 0.571689
0.001080 	 63.423199 	 0.586304
0.001125 	 68.789268 	 0.602867
0.001170 	 74.337926 	 0.614715
0.001215 	 80.063697 	 0.616647
0.001260 	 85.960930 	 0.606939
0.001305 	 92.023806 	 0.588191
0.001350 	 98.246340 	 0.566633
0.001395 	 104.622393 	 0.550081
0.001440 	 111.145672 	 0.545196
0.001485 	 117.809738 	 0.554987
0.001530 	 124.608016 	 0.577453
0.001575 	 131.533797 	 0.605889
0.001620 	 138.580245 	 0.630840
0.001665 	 145.740406 	 0.643128
0.001710 	 153.007215 	 0.636977
0.001755 	 160.373499 	 0.612197
0.001800 	 167.831990 	 0.574646
0.001845 	 175.375326 	 0.534756
0.001890 	 182.996063 	 0.504508
0.001935 	 190.686681 	 0.493778
0.001980 	 198.439589 	 0.507172
0.002025 	 206.247137 	 0.542354
0.002070 	 214.101619 	 0.590407
0.002115 	 221.995285 	 0.638165
0.002160 	 229.920343 	 0.671867
0.002205 	 237.868973 	 0.681068
0.002250 	 245.833330 	 0.661689
0.002295 	 253.805556 	 0.617319
0.002340 	 261.777781 	 0.558408
0.002385 	 269.742138 	 0.499600
0.002430 	 277.690768 	 0.455956
0.002475 	 285.615827 	 0.439087
0.002520 	 293.509492 	 0.454198
0.002565 	 301.363974 	 0.498759
0.002610 	 309.171522 	 0.563064
0.002655 	 316.924431 	 0.632490
0.002700 	 324.615048 	 0.690871
0.002745 	 332.235785 	 0.724199
0.002790 	 339.779122 	 0.723806
0.002835 	 347.237612 	 0.688371
0.002880 	 354.603897 	 0.624340
0.002925 	 361.870705 	 0.544675
0.002970 	 369.030867 	 0.466218
0.003015 	 376.077314 	 0.406155
0.003060 	 383.003095 	 0.378296
0.003105 	 389.801373 	 0.389918
0.003150 	 396.465440 	 0.439846
0.003195 	 402.988718 	 0.518291
0.003240 	 409.364771 	 0.608612
0.003285 	 415.587305 	 0.690793
0.003330 	 421.650181 	 0.745978
0.003375 	 427.547414 	 0.761066
0.003420 	 433.273185 	 0.732197
0.003465 	 438.821843 	 0.666147
0.003510 	 444.187912 	 0.579059
0.003555 	 449.366097 	 0.492663
0.003600 	 454.351287 	 0.428827
0.003645 	 459.138563 	 0.403835
0.003690 	 463.723200 	 0.423948
0.003735 	 468.100674 	 0.483561
0.003780 	 472.266664 	 0.566572
0.003825 	 476.217059 	 0.650743
0.003870 	 479.947961 	 0.713881
0.003915 	 483.455688 	 0.740095
0.003960 	 486.736778 	 0.724257
0.004005 	 489.787993 	 0.673263
0.004050 	 492.606322 	 0.603671
0.004095 	 495.188983 	 0.536411
0.004140 	 497.533428 	 0.490228
0.004185 	 499.637343 	 0.475920
0.004230 	 501.498651 	 0.493233
0.004275 	 503.115517 	 0.531400
0.004320 	 504.486344 	 0.573164
0.004365 	 505.609778 	 0.600969
0.004410 	 506.484713 	 0.603245
0.004455 	 507.110284 	 0.578629
0.004500 	 507.485873 	 0.536615
0.004545 	 507.611111 	 0.494327
0.004590 	 507.611111 	 0.470446
0.004635 	 507.611111 	 0.478350
0.004680 	 507.611111 	 0.520827
0.004725 	 507.611111 	 0.588275
0.004770 	 507.611111 	 0.661147
0.004815 	 507.611111 	 0.715994
0.004860 	 507.611111 	 0.733196
0.004905 	 507.611111 	 0.703780
0.004950 	 507.611111 	 0.632937
0.004995 	 507.611111 	 0.538898
0.005040 	 507.611111 	 0.447382
0.005085 	 507.611111 	 0.383383
0.005130 	 507.611111 	 0.362988
0.005175 	 507.611111 	 0.387992
0.005220 	 507.611111 	 0.445180
0.005265 	 507.611111 	 0.510658
0.005310 	 507.611111 	 0.557927
0.005355 	 507.611111 	 0.567070
0.005400 	 507.611111 	 0.531982
0.005445 	 507.611111 	 0.463056
0.005490 	 507.611111 	 0.384291
0.005535 	 507.611111 	 0.325593
0.005580 	 507.611111 	 0.312762
0.005625 	 507.611111 	 0.358411
0.005670 	 507.611111 	 0.456865
0.005715 	 507.611111 	 0.584807
0.005760 	 507.611111 	 0.707672
0.005805 	 507.611111 	 0.789914
0.005850 	 507.611111 	 0.805945
0.005895 	 507.611111 	 0.748264
0.005940 	 507.611111 	 0.630091
0.005985 	 507.611111 	 0.481623
0.006030 	 507.611111 	 0.341099
0.006075 	 507.611111 	 0.243553
0.006120 	 507.611111 	 0.210776
0.006165 	 507.611111 	 0.245566
0.006210 	 507.611111 	 0.331890
0.006255 	 507.611111 	 0.440730
0.006300 	 507.611111 	 0.539623
0.006345 	 507.611111 	 0.602761
0.006390 	 507.611111 	 0.618444
0.006435 	 507.611111 	 0.591575
0.006480 	 507.611111 	 0.540632
0.006525 	 507.611111 	 0.490377
0.006570 	 507.611111 	 0.462954
0.006615 	 507.611111 	 0.470404
